No,Kategori Akun,Nama Lengkap,Username / ID Login,Kata Sandi (Password),Email,NIS / NIP,Kelas / Rombel,No. Telepon / WA,Status Kata Sandi
349,Siswa,Indah Purnomo,24250932,siswa0932,indah.purnomo.24250932@siswa.belajar.id,24250932,X DKV 1,0824090032,Sandi Default
350,Siswa,Rendi Saputra,24250933,siswa0933,rendi.saputra.24250933@siswa.belajar.id,24250933,X DKV 1,0824090033,Sandi Default
351,Siswa,Zahra Safitri,24250934,siswa0934,zahra.safitri.24250934@siswa.belajar.id,24250934,X DKV 1,0824090034,Sandi Default
352,Siswa,Lucky Pangestu,24251001,siswa1001,lucky.pangestu.24251001@siswa.belajar.id,24251001,X DKV 2,0824100001,Sandi Default
353,Siswa,Rania Kuncoro,24251002,siswa1002,rania.kuncoro.24251002@siswa.belajar.id,24251002,X DKV 2,0824100002,Sandi Default
354,Siswa,Aldiansyah Rahmawati,24251003,siswa1003,aldiansyah.rahmawati.24251003@siswa.belajar.id,24251003,X DKV 2,0824100003,Sandi Default
355,Siswa,Dian Nugraha,24251004,siswa1004,dian.nugraha.24251004@siswa.belajar.id,24251004,X DKV 2,0824100004,Sandi Default
356,Siswa,M. Fikri Hidayat,24251005,siswa1005,m.fikri.hidayat.24251005@siswa.belajar.id,24251005,X DKV 2,0824100005,Sandi Default
357,Siswa,Salsabila Wibowo,24251006,siswa1006,salsabila.wibowo.24251006@siswa.belajar.id,24251006,X DKV 2,0824100006,Sandi Default
358,Siswa,Andika Ramadhan,24251007,siswa1007,andika.ramadhan.24251007@siswa.belajar.id,24251007,X DKV 2,0824100007,Sandi Default
359,Siswa,Elsa Firmansyah,24251008,siswa1008,elsa.firmansyah.24251008@siswa.belajar.id,24251008,X DKV 2,0824100008,Sandi Default
360,Siswa,Naufal Hakim,24251009,siswa1009,naufal.hakim.24251009@siswa.belajar.id,24251009,X DKV 2,0824100009,Sandi Default
361,Siswa,Siti Anggraini,24251010,siswa1010,siti.anggraini.24251010@siswa.belajar.id,24251010,X DKV 2,0824100010,Sandi Default
362,Siswa,Arya Wardhana,24251011,siswa1011,arya.wardhana.24251011@siswa.belajar.id,24251011,X DKV 2,0824100011,Sandi Default
363,Siswa,Fitri Utomo,24251012,siswa1012,fitri.utomo.24251012@siswa.belajar.id,24251012,X DKV 2,0824100012,Sandi Default
364,Siswa,Raditya Kuswanto,24251013,siswa1013,raditya.kuswanto.24251013@siswa.belajar.id,24251013,X DKV 2,0824100013,Sandi Default
365,Siswa,Tania Kusuma,24251014,siswa1014,tania.kusuma.24251014@siswa.belajar.id,24251014,X DKV 2,0824100014,Sandi Default
366,Siswa,Bayu Mahendra,24251015,siswa1015,bayu.mahendra.24251015@siswa.belajar.id,24251015,X DKV 2,0824100015,Sandi Default
367,Siswa,Hana Baskara,24251016,siswa1016,hana.baskara.24251016@siswa.belajar.id,24251016,X DKV 2,0824100016,Sandi Default
368,Siswa,Rangga Permatasari,24251017,siswa1017,rangga.permatasari.24251017@siswa.belajar.id,24251017,X DKV 2,0824100017,Sandi Default
369,Siswa,Vania Maulana,24251018,siswa1018,vania.maulana.24251018@siswa.belajar.id,24251018,X DKV 2,0824100018,Sandi Default
370,Siswa,Danendra Setiawan,24251019,siswa1019,danendra.setiawan.24251019@siswa.belajar.id,24251019,X DKV 2,0824100019,Sandi Default
371,Siswa,Intan Suhendra,24251020,siswa1020,intan.suhendra.24251020@siswa.belajar.id,24251020,X DKV 2,0824100020,Sandi Default
372,Siswa,Revan Putra,24251021,siswa1021,revan.putra.24251021@siswa.belajar.id,24251021,X DKV 2,0824100021,Sandi Default
373,Siswa,Zaskia Kurnia,24251022,siswa1022,zaskia.kurnia.24251022@siswa.belajar.id,24251022,X DKV 2,0824100022,Sandi Default
374,Siswa,Dennis Pramudya,24251023,siswa1023,dennis.pramudya.24251023@siswa.belajar.id,24251023,X DKV 2,0824100023,Sandi Default
375,Siswa,Kayla Lestari,24251024,siswa1024,kayla.lestari.24251024@siswa.belajar.id,24251024,X DKV 2,0824100024,Sandi Default
376,Siswa,Satria Syahputra,24251025,siswa1025,satria.syahputra.24251025@siswa.belajar.id,24251025,X DKV 2,0824100025,Sandi Default
377,Siswa,Aisyah Wicaksono,24251026,siswa1026,aisyah.wicaksono.24251026@siswa.belajar.id,24251026,X DKV 2,0824100026,Sandi Default
378,Siswa,Dimas Purnomo,24251027,siswa1027,dimas.purnomo.24251027@siswa.belajar.id,24251027,X DKV 2,0824100027,Sandi Default
379,Siswa,Laila Saputra,24251028,siswa1028,laila.saputra.24251028@siswa.belajar.id,24251028,X DKV 2,0824100028,Sandi Default
380,Siswa,Wahyu Safitri,24251029,siswa1029,wahyu.safitri.24251029@siswa.belajar.id,24251029,X DKV 2,0824100029,Sandi Default
381,Siswa,Amanda Mahardika,24251030,siswa1030,amanda.mahardika.24251030@siswa.belajar.id,24251030,X DKV 2,0824100030,Sandi Default
382,Siswa,Fajar Gunawan,24251031,siswa1031,fajar.gunawan.24251031@siswa.belajar.id,24251031,X DKV 2,0824100031,Sandi Default
383,Siswa,Marsha Sujatmiko,24251032,siswa1032,marsha.sujatmiko.24251032@siswa.belajar.id,24251032,X DKV 2,0824100032,Sandi Default
384,Siswa,Yoga Nugroho,24251033,siswa1033,yoga.nugroho.24251033@siswa.belajar.id,24251033,X DKV 2,0824100033,Sandi Default
385,Siswa,Anisa Suryanto,24251034,siswa1034,anisa.suryanto.24251034@siswa.belajar.id,24251034,X DKV 2,0824100034,Sandi Default
386,Siswa,Rafi Wibowo,24251101,siswa1101,rafi.wibowo.24251101@siswa.belajar.id,24251101,X AKL,0824110001,Sandi Default
387,Siswa,Tiara Ramadhan,24251102,siswa1102,tiara.ramadhan.24251102@siswa.belajar.id,24251102,X AKL,0824110002,Sandi Default
388,Siswa,Bima Firmansyah,24251103,siswa1103,bima.firmansyah.24251103@siswa.belajar.id,24251103,X AKL,0824110003,Sandi Default
389,Siswa,Indah Hakim,24251104,siswa1104,indah.hakim.24251104@siswa.belajar.id,24251104,X AKL,0824110004,Sandi Default
390,Siswa,Rendi Anggraini,24251105,siswa1105,rendi.anggraini.24251105@siswa.belajar.id,24251105,X AKL,0824110005,Sandi Default
391,Siswa,Zahra Wardhana,24251106,siswa1106,zahra.wardhana.24251106@siswa.belajar.id,24251106,X AKL,0824110006,Sandi Default
392,Siswa,Daffa Utomo,24251107,siswa1107,daffa.utomo.24251107@siswa.belajar.id,24251107,X AKL,0824110007,Sandi Default
393,Siswa,Jessica Kuswanto,24251108,siswa1108,jessica.kuswanto.24251108@siswa.belajar.id,24251108,X AKL,0824110008,Sandi Default
394,Siswa,Rian Kusuma,24251109,siswa1109,rian.kusuma.24251109@siswa.belajar.id,24251109,X AKL,0824110009,Sandi Default
395,Siswa,Adinda Mahendra,24251110,siswa1110,adinda.mahendra.24251110@siswa.belajar.id,24251110,X AKL,0824110010,Sandi Default
396,Siswa,Desta Baskara,24251111,siswa1111,desta.baskara.24251111@siswa.belajar.id,24251111,X AKL,0824110011,Sandi Default
397,Siswa,Keisha Permatasari,24251112,siswa1112,keisha.permatasari.24251112@siswa.belajar.id,24251112,X AKL,0824110012,Sandi Default
398,Siswa,Tegar Maulana,24251113,siswa1113,tegar.maulana.24251113@siswa.belajar.id,24251113,X AKL,0824110013,Sandi Default
399,Siswa,Alifa Setiawan,24251114,siswa1114,alifa.setiawan.24251114@siswa.belajar.id,24251114,X AKL,0824110014,Sandi Default
400,Siswa,Fadhil Suhendra,24251115,siswa1115,fadhil.suhendra.24251115@siswa.belajar.id,24251115,X AKL,0824110015,Sandi Default
401,Siswa,Laras Putra,24251116,siswa1116,laras.putra.24251116@siswa.belajar.id,24251116,X AKL,0824110016,Sandi Default
402,Siswa,Wawan Kurnia,24251117,siswa1117,wawan.kurnia.24251117@siswa.belajar.id,24251117,X AKL,0824110017,Sandi Default
403,Siswa,Anindya Pramudya,24251118,siswa1118,anindya.pramudya.24251118@siswa.belajar.id,24251118,X AKL,0824110018,Sandi Default
404,Siswa,Farhan Lestari,24251119,siswa1119,farhan.lestari.24251119@siswa.belajar.id,24251119,X AKL,0824110019,Sandi Default
405,Siswa,Maulida Syahputra,24251120,siswa1120,maulida.syahputra.24251120@siswa.belajar.id,24251120,X AKL,0824110020,Sandi Default
406,Siswa,Yusuf Wicaksono,24251121,siswa1121,yusuf.wicaksono.24251121@siswa.belajar.id,24251121,X AKL,0824110021,Sandi Default
407,Siswa,Annisa Purnomo,24251122,siswa1122,annisa.purnomo.24251122@siswa.belajar.id,24251122,X AKL,0824110022,Sandi Default
408,Siswa,Galih Saputra,24251123,siswa1123,galih.saputra.24251123@siswa.belajar.id,24251123,X AKL,0824110023,Sandi Default
409,Siswa,Nadira Safitri,24251124,siswa1124,nadira.safitri.24251124@siswa.belajar.id,24251124,X AKL,0824110024,Sandi Default
410,Siswa,Zidan Mahardika,24251125,siswa1125,zidan.mahardika.24251125@siswa.belajar.id,24251125,X AKL,0824110025,Sandi Default
411,Siswa,Aurelia Gunawan,24251126,siswa1126,aurelia.gunawan.24251126@siswa.belajar.id,24251126,X AKL,0824110026,Sandi Default
412,Siswa,Hafiz Sujatmiko,24251127,siswa1127,hafiz.sujatmiko.24251127@siswa.belajar.id,24251127,X AKL,0824110027,Sandi Default
413,Siswa,Nayra Nugroho,24251128,siswa1128,nayra.nugroho.24251128@siswa.belajar.id,24251128,X AKL,0824110028,Sandi Default
414,Siswa,Bintang Suryanto,24251129,siswa1129,bintang.suryanto.24251129@siswa.belajar.id,24251129,X AKL,0824110029,Sandi Default
415,Siswa,Chelsea Pratama,24251130,siswa1130,chelsea.pratama.24251130@siswa.belajar.id,24251130,X AKL,0824110030,Sandi Default
416,Siswa,Indra Wahyuni,24251131,siswa1131,indra.wahyuni.24251131@siswa.belajar.id,24251131,X AKL,0824110031,Sandi Default
417,Siswa,Nurul Haikal,24251132,siswa1132,nurul.haikal.24251132@siswa.belajar.id,24251132,X AKL,0824110032,Sandi Default
418,Siswa,Dwi Santoso,24251133,siswa1133,dwi.santoso.24251133@siswa.belajar.id,24251133,X AKL,0824110033,Sandi Default
419,Siswa,Clarissa Sudrajat,24251134,siswa1134,clarissa.sudrajat.24251134@siswa.belajar.id,24251134,X AKL,0824110034,Sandi Default
420,Siswa,Wahyu Wardhana,23240101,siswa0101,wahyu.wardhana.23240101@siswa.belajar.id,23240101,XI TKJ 1,0823120001,Sandi Default
421,Siswa,Amanda Utomo,23240102,siswa0102,amanda.utomo.23240102@siswa.belajar.id,23240102,XI TKJ 1,0823120002,Sandi Default
422,Siswa,Fajar Kuswanto,23240103,siswa0103,fajar.kuswanto.23240103@siswa.belajar.id,23240103,XI TKJ 1,0823120003,Sandi Default
423,Siswa,Marsha Kusuma,23240104,siswa0104,marsha.kusuma.23240104@siswa.belajar.id,23240104,XI TKJ 1,0823120004,Sandi Default
424,Siswa,Yoga Mahendra,23240105,siswa0105,yoga.mahendra.23240105@siswa.belajar.id,23240105,XI TKJ 1,0823120005,Sandi Default
425,Siswa,Anisa Baskara,23240106,siswa0106,anisa.baskara.23240106@siswa.belajar.id,23240106,XI TKJ 1,0823120006,Sandi Default
426,Siswa,Fathir Permatasari,23240107,siswa0107,fathir.permatasari.23240107@siswa.belajar.id,23240107,XI TKJ 1,0823120007,Sandi Default
427,Siswa,Nabila Maulana,23240108,siswa0108,nabila.maulana.23240108@siswa.belajar.id,23240108,XI TKJ 1,0823120008,Sandi Default
428,Siswa,Zack Setiawan,23240109,siswa0109,zack.setiawan.23240109@siswa.belajar.id,23240109,XI TKJ 1,0823120009,Sandi Default
429,Siswa,Aqila Suhendra,23240110,siswa0110,aqila.suhendra.23240110@siswa.belajar.id,23240110,XI TKJ 1,0823120010,Sandi Default
430,Siswa,Gilang Putra,23240111,siswa0111,gilang.putra.23240111@siswa.belajar.id,23240111,XI TKJ 1,0823120011,Sandi Default
431,Siswa,Nafisa Kurnia,23240112,siswa0112,nafisa.kurnia.23240112@siswa.belajar.id,23240112,XI TKJ 1,0823120012,Sandi Default
432,Siswa,Zulfikar Pramudya,23240113,siswa0113,zulfikar.pramudya.23240113@siswa.belajar.id,23240113,XI TKJ 1,0823120013,Sandi Default
433,Siswa,Cantika Lestari,23240114,siswa0114,cantika.lestari.23240114@siswa.belajar.id,23240114,XI TKJ 1,0823120014,Sandi Default
434,Siswa,Ilham Syahputra,23240115,siswa0115,ilham.syahputra.23240115@siswa.belajar.id,23240115,XI TKJ 1,0823120015,Sandi Default
435,Siswa,Novalita Wicaksono,23240116,siswa0116,novalita.wicaksono.23240116@siswa.belajar.id,23240116,XI TKJ 1,0823120016,Sandi Default
436,Siswa,Candra Purnomo,23240117,siswa0117,candra.purnomo.23240117@siswa.belajar.id,23240117,XI TKJ 1,0823120017,Sandi Default
437,Siswa,Citra Saputra,23240118,siswa0118,citra.saputra.23240118@siswa.belajar.id,23240118,XI TKJ 1,0823120018,Sandi Default
438,Siswa,Irfan Safitri,23240119,siswa0119,irfan.safitri.23240119@siswa.belajar.id,23240119,XI TKJ 1,0823120019,Sandi Default
439,Siswa,Putri Mahardika,23240120,siswa0120,putri.mahardika.23240120@siswa.belajar.id,23240120,XI TKJ 1,0823120020,Sandi Default
440,Siswa,Ahmad Gunawan,23240121,siswa0121,ahmad.gunawan.23240121@siswa.belajar.id,23240121,XI TKJ 1,0823120021,Sandi Default
441,Siswa,Delfina Sujatmiko,23240122,siswa0122,delfina.sujatmiko.23240122@siswa.belajar.id,23240122,XI TKJ 1,0823120022,Sandi Default
442,Siswa,Lucky Nugroho,23240123,siswa0123,lucky.nugroho.23240123@siswa.belajar.id,23240123,XI TKJ 1,0823120023,Sandi Default
443,Siswa,Rania Suryanto,23240124,siswa0124,rania.suryanto.23240124@siswa.belajar.id,23240124,XI TKJ 1,0823120024,Sandi Default
444,Siswa,Aldiansyah Pratama,23240125,siswa0125,aldiansyah.pratama.23240125@siswa.belajar.id,23240125,XI TKJ 1,0823120025,Sandi Default
445,Siswa,Dian Wahyuni,23240126,siswa0126,dian.wahyuni.23240126@siswa.belajar.id,23240126,XI TKJ 1,0823120026,Sandi Default
446,Siswa,M. Fikri Haikal,23240127,siswa0127,m.fikri.haikal.23240127@siswa.belajar.id,23240127,XI TKJ 1,0823120027,Sandi Default
447,Siswa,Salsabila Santoso,23240128,siswa0128,salsabila.santoso.23240128@siswa.belajar.id,23240128,XI TKJ 1,0823120028,Sandi Default
448,Siswa,Andika Sudrajat,23240129,siswa0129,andika.sudrajat.23240129@siswa.belajar.id,23240129,XI TKJ 1,0823120029,Sandi Default
449,Siswa,Elsa Wijaya,23240130,siswa0130,elsa.wijaya.23240130@siswa.belajar.id,23240130,XI TKJ 1,0823120030,Sandi Default
450,Siswa,Naufal Pangestu,23240131,siswa0131,naufal.pangestu.23240131@siswa.belajar.id,23240131,XI TKJ 1,0823120031,Sandi Default
451,Siswa,Siti Kuncoro,23240132,siswa0132,siti.kuncoro.23240132@siswa.belajar.id,23240132,XI TKJ 1,0823120032,Sandi Default
452,Siswa,Arya Rahmawati,23240133,siswa0133,arya.rahmawati.23240133@siswa.belajar.id,23240133,XI TKJ 1,0823120033,Sandi Default
453,Siswa,Fitri Nugraha,23240134,siswa0134,fitri.nugraha.23240134@siswa.belajar.id,23240134,XI TKJ 1,0823120034,Sandi Default
454,Siswa,Bintang Baskara,23240201,siswa0201,bintang.baskara.23240201@siswa.belajar.id,23240201,XI TKJ 2,0823130001,Sandi Default
455,Siswa,Chelsea Permatasari,23240202,siswa0202,chelsea.permatasari.23240202@siswa.belajar.id,23240202,XI TKJ 2,0823130002,Sandi Default
456,Siswa,Indra Maulana,23240203,siswa0203,indra.maulana.23240203@siswa.belajar.id,23240203,XI TKJ 2,0823130003,Sandi Default
457,Siswa,Nurul Setiawan,23240204,siswa0204,nurul.setiawan.23240204@siswa.belajar.id,23240204,XI TKJ 2,0823130004,Sandi Default
458,Siswa,Dwi Suhendra,23240205,siswa0205,dwi.suhendra.23240205@siswa.belajar.id,23240205,XI TKJ 2,0823130005,Sandi Default
459,Siswa,Clarissa Putra,23240206,siswa0206,clarissa.putra.23240206@siswa.belajar.id,23240206,XI TKJ 2,0823130006,Sandi Default
460,Siswa,Kevin Kurnia,23240207,siswa0207,kevin.kurnia.23240207@siswa.belajar.id,23240207,XI TKJ 2,0823130007,Sandi Default
461,Siswa,Raisa Pramudya,23240208,siswa0208,raisa.pramudya.23240208@siswa.belajar.id,23240208,XI TKJ 2,0823130008,Sandi Default
462,Siswa,Aditya Lestari,23240209,siswa0209,aditya.lestari.23240209@siswa.belajar.id,23240209,XI TKJ 2,0823130009,Sandi Default
463,Siswa,Devi Syahputra,23240210,siswa0210,devi.syahputra.23240210@siswa.belajar.id,23240210,XI TKJ 2,0823130010,Sandi Default
464,Siswa,M. Rizky Wicaksono,23240211,siswa0211,m.rizky.wicaksono.23240211@siswa.belajar.id,23240211,XI TKJ 2,0823130011,Sandi Default
465,Siswa,Salma Purnomo,23240212,siswa0212,salma.purnomo.23240212@siswa.belajar.id,23240212,XI TKJ 2,0823130012,Sandi Default
466,Siswa,Alif Saputra,23240213,siswa0213,alif.saputra.23240213@siswa.belajar.id,23240213,XI TKJ 2,0823130013,Sandi Default
467,Siswa,Dinda Safitri,23240214,siswa0214,dinda.safitri.23240214@siswa.belajar.id,23240214,XI TKJ 2,0823130014,Sandi Default
468,Siswa,M. Zidan Mahardika,23240215,siswa0215,m.zidan.mahardika.23240215@siswa.belajar.id,23240215,XI TKJ 2,0823130015,Sandi Default
469,Siswa,Shifa Gunawan,23240216,siswa0216,shifa.gunawan.23240216@siswa.belajar.id,23240216,XI TKJ 2,0823130016,Sandi Default
470,Siswa,Ardi Sujatmiko,23240217,siswa0217,ardi.sujatmiko.23240217@siswa.belajar.id,23240217,XI TKJ 2,0823130017,Sandi Default
471,Siswa,Febriana Nugroho,23240218,siswa0218,febriana.nugroho.23240218@siswa.belajar.id,23240218,XI TKJ 2,0823130018,Sandi Default
472,Siswa,Pratama Suryanto,23240219,siswa0219,pratama.suryanto.23240219@siswa.belajar.id,23240219,XI TKJ 2,0823130019,Sandi Default
473,Siswa,Syifa Pratama,23240220,siswa0220,syifa.pratama.23240220@siswa.belajar.id,23240220,XI TKJ 2,0823130020,Sandi Default
474,Siswa,Bagas Wahyuni,23240221,siswa0221,bagas.wahyuni.23240221@siswa.belajar.id,23240221,XI TKJ 2,0823130021,Sandi Default
475,Siswa,Gita Haikal,23240222,siswa0222,gita.haikal.23240222@siswa.belajar.id,23240222,XI TKJ 2,0823130022,Sandi Default
476,Siswa,Rafi Santoso,23240223,siswa0223,rafi.santoso.23240223@siswa.belajar.id,23240223,XI TKJ 2,0823130023,Sandi Default
477,Siswa,Tiara Sudrajat,23240224,siswa0224,tiara.sudrajat.23240224@siswa.belajar.id,23240224,XI TKJ 2,0823130024,Sandi Default
478,Siswa,Bima Wijaya,23240225,siswa0225,bima.wijaya.23240225@siswa.belajar.id,23240225,XI TKJ 2,0823130025,Sandi Default
479,Siswa,Indah Pangestu,23240226,siswa0226,indah.pangestu.23240226@siswa.belajar.id,23240226,XI TKJ 2,0823130026,Sandi Default
480,Siswa,Rendi Kuncoro,23240227,siswa0227,rendi.kuncoro.23240227@siswa.belajar.id,23240227,XI TKJ 2,0823130027,Sandi Default
481,Siswa,Zahra Rahmawati,23240228,siswa0228,zahra.rahmawati.23240228@siswa.belajar.id,23240228,XI TKJ 2,0823130028,Sandi Default
482,Siswa,Daffa Nugraha,23240229,siswa0229,daffa.nugraha.23240229@siswa.belajar.id,23240229,XI TKJ 2,0823130029,Sandi Default
483,Siswa,Jessica Hidayat,23240230,siswa0230,jessica.hidayat.23240230@siswa.belajar.id,23240230,XI TKJ 2,0823130030,Sandi Default
484,Siswa,Rian Wibowo,23240231,siswa0231,rian.wibowo.23240231@siswa.belajar.id,23240231,XI TKJ 2,0823130031,Sandi Default
485,Siswa,Adinda Ramadhan,23240232,siswa0232,adinda.ramadhan.23240232@siswa.belajar.id,23240232,XI TKJ 2,0823130032,Sandi Default
486,Siswa,Desta Firmansyah,23240233,siswa0233,desta.firmansyah.23240233@siswa.belajar.id,23240233,XI TKJ 2,0823130033,Sandi Default
487,Siswa,Keisha Hakim,23240234,siswa0234,keisha.hakim.23240234@siswa.belajar.id,23240234,XI TKJ 2,0823130034,Sandi Default
488,Siswa,Andika Putra,23240301,siswa0301,andika.putra.23240301@siswa.belajar.id,23240301,XI TKJ 3,0823140001,Sandi Default
489,Siswa,Elsa Kurnia,23240302,siswa0302,elsa.kurnia.23240302@siswa.belajar.id,23240302,XI TKJ 3,0823140002,Sandi Default
490,Siswa,Naufal Pramudya,23240303,siswa0303,naufal.pramudya.23240303@siswa.belajar.id,23240303,XI TKJ 3,0823140003,Sandi Default
491,Siswa,Siti Lestari,23240304,siswa0304,siti.lestari.23240304@siswa.belajar.id,23240304,XI TKJ 3,0823140004,Sandi Default
492,Siswa,Arya Syahputra,23240305,siswa0305,arya.syahputra.23240305@siswa.belajar.id,23240305,XI TKJ 3,0823140005,Sandi Default
493,Siswa,Fitri Wicaksono,23240306,siswa0306,fitri.wicaksono.23240306@siswa.belajar.id,23240306,XI TKJ 3,0823140006,Sandi Default
494,Siswa,Raditya Purnomo,23240307,siswa0307,raditya.purnomo.23240307@siswa.belajar.id,23240307,XI TKJ 3,0823140007,Sandi Default
495,Siswa,Tania Saputra,23240308,siswa0308,tania.saputra.23240308@siswa.belajar.id,23240308,XI TKJ 3,0823140008,Sandi Default
496,Siswa,Bayu Safitri,23240309,siswa0309,bayu.safitri.23240309@siswa.belajar.id,23240309,XI TKJ 3,0823140009,Sandi Default
497,Siswa,Hana Mahardika,23240310,siswa0310,hana.mahardika.23240310@siswa.belajar.id,23240310,XI TKJ 3,0823140010,Sandi Default
498,Siswa,Rangga Gunawan,23240311,siswa0311,rangga.gunawan.23240311@siswa.belajar.id,23240311,XI TKJ 3,0823140011,Sandi Default
499,Siswa,Vania Sujatmiko,23240312,siswa0312,vania.sujatmiko.23240312@siswa.belajar.id,23240312,XI TKJ 3,0823140012,Sandi Default
500,Siswa,Danendra Nugroho,23240313,siswa0313,danendra.nugroho.23240313@siswa.belajar.id,23240313,XI TKJ 3,0823140013,Sandi Default
501,Siswa,Intan Suryanto,23240314,siswa0314,intan.suryanto.23240314@siswa.belajar.id,23240314,XI TKJ 3,0823140014,Sandi Default
502,Siswa,Revan Pratama,23240315,siswa0315,revan.pratama.23240315@siswa.belajar.id,23240315,XI TKJ 3,0823140015,Sandi Default
503,Siswa,Zaskia Wahyuni,23240316,siswa0316,zaskia.wahyuni.23240316@siswa.belajar.id,23240316,XI TKJ 3,0823140016,Sandi Default
504,Siswa,Dennis Haikal,23240317,siswa0317,dennis.haikal.23240317@siswa.belajar.id,23240317,XI TKJ 3,0823140017,Sandi Default
505,Siswa,Kayla Santoso,23240318,siswa0318,kayla.santoso.23240318@siswa.belajar.id,23240318,XI TKJ 3,0823140018,Sandi Default
506,Siswa,Satria Sudrajat,23240319,siswa0319,satria.sudrajat.23240319@siswa.belajar.id,23240319,XI TKJ 3,0823140019,Sandi Default
507,Siswa,Aisyah Wijaya,23240320,siswa0320,aisyah.wijaya.23240320@siswa.belajar.id,23240320,XI TKJ 3,0823140020,Sandi Default
508,Siswa,Dimas Pangestu,23240321,siswa0321,dimas.pangestu.23240321@siswa.belajar.id,23240321,XI TKJ 3,0823140021,Sandi Default
509,Siswa,Laila Kuncoro,23240322,siswa0322,laila.kuncoro.23240322@siswa.belajar.id,23240322,XI TKJ 3,0823140022,Sandi Default
510,Siswa,Wahyu Rahmawati,23240323,siswa0323,wahyu.rahmawati.23240323@siswa.belajar.id,23240323,XI TKJ 3,0823140023,Sandi Default
511,Siswa,Amanda Nugraha,23240324,siswa0324,amanda.nugraha.23240324@siswa.belajar.id,23240324,XI TKJ 3,0823140024,Sandi Default
512,Siswa,Fajar Hidayat,23240325,siswa0325,fajar.hidayat.23240325@siswa.belajar.id,23240325,XI TKJ 3,0823140025,Sandi Default
513,Siswa,Marsha Wibowo,23240326,siswa0326,marsha.wibowo.23240326@siswa.belajar.id,23240326,XI TKJ 3,0823140026,Sandi Default
514,Siswa,Yoga Ramadhan,23240327,siswa0327,yoga.ramadhan.23240327@siswa.belajar.id,23240327,XI TKJ 3,0823140027,Sandi Default
515,Siswa,Anisa Firmansyah,23240328,siswa0328,anisa.firmansyah.23240328@siswa.belajar.id,23240328,XI TKJ 3,0823140028,Sandi Default
516,Siswa,Fathir Hakim,23240329,siswa0329,fathir.hakim.23240329@siswa.belajar.id,23240329,XI TKJ 3,0823140029,Sandi Default
517,Siswa,Nabila Anggraini,23240330,siswa0330,nabila.anggraini.23240330@siswa.belajar.id,23240330,XI TKJ 3,0823140030,Sandi Default
518,Siswa,Zack Wardhana,23240331,siswa0331,zack.wardhana.23240331@siswa.belajar.id,23240331,XI TKJ 3,0823140031,Sandi Default
519,Siswa,Aqila Utomo,23240332,siswa0332,aqila.utomo.23240332@siswa.belajar.id,23240332,XI TKJ 3,0823140032,Sandi Default
520,Siswa,Gilang Kuswanto,23240333,siswa0333,gilang.kuswanto.23240333@siswa.belajar.id,23240333,XI TKJ 3,0823140033,Sandi Default
521,Siswa,Nafisa Kusuma,23240334,siswa0334,nafisa.kusuma.23240334@siswa.belajar.id,23240334,XI TKJ 3,0823140034,Sandi Default
522,Siswa,Daffa Wicaksono,23240401,siswa0401,daffa.wicaksono.23240401@siswa.belajar.id,23240401,XI TKP 1,0823150001,Sandi Default
523,Siswa,Jessica Purnomo,23240402,siswa0402,jessica.purnomo.23240402@siswa.belajar.id,23240402,XI TKP 1,0823150002,Sandi Default
524,Siswa,Rian Saputra,23240403,siswa0403,rian.saputra.23240403@siswa.belajar.id,23240403,XI TKP 1,0823150003,Sandi Default
525,Siswa,Adinda Safitri,23240404,siswa0404,adinda.safitri.23240404@siswa.belajar.id,23240404,XI TKP 1,0823150004,Sandi Default
526,Siswa,Desta Mahardika,23240405,siswa0405,desta.mahardika.23240405@siswa.belajar.id,23240405,XI TKP 1,0823150005,Sandi Default
527,Siswa,Keisha Gunawan,23240406,siswa0406,keisha.gunawan.23240406@siswa.belajar.id,23240406,XI TKP 1,0823150006,Sandi Default
528,Siswa,Tegar Sujatmiko,23240407,siswa0407,tegar.sujatmiko.23240407@siswa.belajar.id,23240407,XI TKP 1,0823150007,Sandi Default
529,Siswa,Alifa Nugroho,23240408,siswa0408,alifa.nugroho.23240408@siswa.belajar.id,23240408,XI TKP 1,0823150008,Sandi Default
530,Siswa,Fadhil Suryanto,23240409,siswa0409,fadhil.suryanto.23240409@siswa.belajar.id,23240409,XI TKP 1,0823150009,Sandi Default
531,Siswa,Laras Pratama,23240410,siswa0410,laras.pratama.23240410@siswa.belajar.id,23240410,XI TKP 1,0823150010,Sandi Default
532,Siswa,Wawan Wahyuni,23240411,siswa0411,wawan.wahyuni.23240411@siswa.belajar.id,23240411,XI TKP 1,0823150011,Sandi Default
533,Siswa,Anindya Haikal,23240412,siswa0412,anindya.haikal.23240412@siswa.belajar.id,23240412,XI TKP 1,0823150012,Sandi Default
534,Siswa,Farhan Santoso,23240413,siswa0413,farhan.santoso.23240413@siswa.belajar.id,23240413,XI TKP 1,0823150013,Sandi Default
535,Siswa,Maulida Sudrajat,23240414,siswa0414,maulida.sudrajat.23240414@siswa.belajar.id,23240414,XI TKP 1,0823150014,Sandi Default
536,Siswa,Yusuf Wijaya,23240415,siswa0415,yusuf.wijaya.23240415@siswa.belajar.id,23240415,XI TKP 1,0823150015,Sandi Default
537,Siswa,Annisa Pangestu,23240416,siswa0416,annisa.pangestu.23240416@siswa.belajar.id,23240416,XI TKP 1,0823150016,Sandi Default
